mean_fit_time,mean_score_time,mean_test_score,param_C,param_gamma,param_kernel,param_probability,params,rank_test_score,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,std_fit_time,std_score_time,std_test_score
298.70064597129823,3.7979032516479494,-0.5440532098546343,32,0.0001,rbf,True,"{'kernel': 'rbf', 'gamma': 0.0001, 'probability': True, 'C': 32}",45,-0.6991280765563616,-0.6651623321615098,-0.47688486935448327,-0.4232753128854912,-0.4557414192288128,29.870278371754406,0.14191194574548927,0.11455890039983375
334.2142580986023,3.776688289642334,-0.539071997521622,32,1e-05,rbf,True,"{'kernel': 'rbf', 'gamma': 1e-05, 'probability': True, 'C': 32}",35,-0.718942083526038,-0.6890866309454786,-0.46312278337557305,-0.3890106377771711,-0.4351119746451031,45.478078874253875,0.08770426748662291,0.13708281737195832
321.09610238075254,3.9481110095977785,-0.5703021779869429,32,1e-06,rbf,True,"{'kernel': 'rbf', 'gamma': 1e-06, 'probability': True, 'C': 32}",65,-0.7199878847869458,-0.6923161196893476,-0.4712334825446255,-0.5294227995353916,-0.4384791372973351,9.514980699660873,0.11725316317557126,0.11503098429353946
326.1494333744049,3.738174486160278,-0.5973231523272144,32,1e-07,rbf,True,"{'kernel': 'rbf', 'gamma': 1e-07, 'probability': True, 'C': 32}",76,-0.7324311800947141,-0.7028393017189892,-0.5143790682307526,-0.5401590054902835,-0.49674270000070386,18.3687430721136,0.03184696701925337,0.0996551041037527
241.00294551849365,3.7789485454559326,-0.6771402431588165,32,1e-08,rbf,True,"{'kernel': 'rbf', 'gamma': 1e-08, 'probability': True, 'C': 32}",84,-0.7442704199289509,-0.7526967787545054,-0.6515899770055865,-0.5655780179622052,-0.6715339714496996,6.8362727669151075,0.03055021581656369,0.06833088543666271
221.3558939933777,3.6946044921875,-0.5727047374354443,32,1e-09,rbf,True,"{'kernel': 'rbf', 'gamma': 1e-09, 'probability': True, 'C': 32}",67,-0.6153187022272528,-0.6028750919520505,-0.5531540746332596,-0.5534549813869971,-0.5387004913272476,3.713341107994847,0.042769874818189585,0.030448957023174184
1611.191441679001,5.571816110610962,-0.5411949330602586,64,auto,rbf,True,"{'kernel': 'rbf', 'gamma': 'auto', 'probability': True, 'C': 64}",37,-0.6369606212706829,-0.6206024402987791,-0.505152075703708,-0.4639144405790704,-0.47929936499108644,123.95915178885694,0.23203777315611107,0.07291211580776766
1531.3528680801392,7.964573240280151,-0.5361365240717896,64,0.1,rbf,True,"{'kernel': 'rbf', 'gamma': 0.1, 'probability': True, 'C': 64}",23,-0.5899811895342483,-0.5920239935904819,-0.5164347178144891,-0.4834885904401331,-0.4987284213331585,98.05247982647732,0.1177278365936134,0.04600513713258108
1455.6511252403259,4.194279193878174,-0.548744433087768,64,0.01,rbf,True,"{'kernel': 'rbf', 'gamma': 0.01, 'probability': True, 'C': 64}",54,-0.6634397867351657,-0.6447910412151963,-0.5073998087255575,-0.4571897539501487,-0.4708470145579866,269.9214200970505,0.17275302392513794,0.08779774547276288
395.4747750759125,3.608236789703369,-0.5220523861159991,64,0.001,rbf,True,"{'kernel': 'rbf', 'gamma': 0.001, 'probability': True, 'C': 64}",3,-0.6812088813224565,-0.6687437798990796,-0.46143573593476733,-0.3752601078246271,-0.4235374377760971,44.197604087544335,0.27595092989086156,0.12789134928195264
306.1058979511261,3.7453675270080566,-0.5362939286426486,64,0.0001,rbf,True,"{'kernel': 'rbf', 'gamma': 0.0001, 'probability': True, 'C': 64}",27,-0.6881833219603536,-0.6648755181544032,-0.47000358349723104,-0.4183569086672747,-0.43997779272279985,34.005539449403365,0.12173777974860525,0.11592114610889696
326.7712940216064,3.8912635326385496,-0.5380976498493315,64,1e-05,rbf,True,"{'kernel': 'rbf', 'gamma': 1e-05, 'probability': True, 'C': 64}",33,-0.7229605281593475,-0.6890154697564437,-0.46094557478673176,-0.3782385447874439,-0.43923987065460934,50.3741091618983,0.0834261294000346,0.14016964327179535
339.8993302345276,3.8219721794128416,-0.5564610477368297,64,1e-06,rbf,True,"{'kernel': 'rbf', 'gamma': 1e-06, 'probability': True, 'C': 64}",60,-0.724989489134737,-0.6850598025646969,-0.4673505473980794,-0.4724103093851007,-0.4324146278279857,15.024720382707313,0.1378977067972299,0.12275061200613127
338.7336163520813,3.7647510528564454,-0.5796636459674058,64,1e-07,rbf,True,"{'kernel': 'rbf', 'gamma': 1e-07, 'probability': True, 'C': 64}",70,-0.7526345745246377,-0.6922441545597783,-0.4990608329877507,-0.5007109822384276,-0.4535851021277442,17.5544223429925,0.08334708163311606,0.11935403807541937
271.41070952415464,3.7509007453918457,-0.5895021022695104,64,1e-08,rbf,True,"{'kernel': 'rbf', 'gamma': 1e-08, 'probability': True, 'C': 64}",74,-0.6903015241304662,-0.6483586553017132,-0.540515695725702,-0.5515235802237348,-0.5167629301975609,18.16853509728827,0.04837937267105781,0.06746898295822505
218.41761403083802,3.671845865249634,-0.6304335833451712,64,1e-09,rbf,True,"{'kernel': 'rbf', 'gamma': 1e-09, 'probability': True, 'C': 64}",82,-0.8053589011914118,-0.6475069115204621,-0.6375842661239446,-0.5260843131453726,-0.5355500082405609,2.50722825555899,0.0362025699741302,0.10083939199747503
1551.9729973316194,5.602809810638428,-0.5424095779376582,128,auto,rbf,True,"{'kernel': 'rbf', 'gamma': 'auto', 'probability': True, 'C': 128}",43,-0.6381980814748399,-0.6250958678058761,-0.5056649693193754,-0.4639925696655068,-0.479050668071756,143.42849014554778,0.17416729968059946,0.07419967248575844
1521.4698159694672,7.977838945388794,-0.5361532957546262,128,0.1,rbf,True,"{'kernel': 'rbf', 'gamma': 0.1, 'probability': True, 'C': 128}",25,-0.5916981319537737,-0.5911990227655053,-0.5160512513082877,-0.4831667207285617,-0.49862483263949103,100.89761401240575,0.2037724041860858,0.04633737936948872
1437.7492037296295,4.117376899719238,-0.5511411766262914,128,0.01,rbf,True,"{'kernel': 'rbf', 'gamma': 0.01, 'probability': True, 'C': 128}",55,-0.6596083559729983,-0.6416486223863802,-0.5126744355541445,-0.46457299513766714,-0.47714968741072883,257.4509212773735,0.11693061686315565,0.08295485406570956
495.7286452770233,3.5124207973480224,-0.5286903849471732,128,0.001,rbf,True,"{'kernel': 'rbf', 'gamma': 0.001, 'probability': True, 'C': 128}",10,-0.7003347322532013,-0.6762219390241546,-0.4653550464921988,-0.3766626871231898,-0.42479556980860006,74.32976838993932,0.18287828621703436,0.13352963224467865
307.8833115577698,3.679100751876831,-0.5299875156737146,128,0.0001,rbf,True,"{'kernel': 'rbf', 'gamma': 0.0001, 'probability': True, 'C': 128}",14,-0.6765318972263203,-0.6667346156982075,-0.46441625566861566,-0.41109547369665717,-0.43108936979490875,31.849738501455075,0.21362877993245488,0.11695682833552697
338.77201466560365,3.8177669525146483,-0.5296681143725733,128,1e-05,rbf,True,"{'kernel': 'rbf', 'gamma': 1e-05, 'probability': True, 'C': 128}",13,-0.7052039860876279,-0.6812468397957627,-0.46058996991118833,-0.3678092724931322,-0.4334066955676522,60.757304753653194,0.05521615398205242,0.13713571395311863
340.12216901779175,3.7580626964569093,-0.5456324684158628,128,1e-06,rbf,True,"{'kernel': 'rbf', 'gamma': 1e-06, 'probability': True, 'C': 128}",47,-0.7205514909407484,-0.6944431804581369,-0.46718044659403435,-0.41427537373827455,-0.4316283368496596,35.222717872744646,0.02300898145547807,0.13353182054858825
339.71927614212035,3.7317659854888916,-0.5528262075215968,128,1e-07,rbf,True,"{'kernel': 'rbf', 'gamma': 1e-07, 'probability': True, 'C': 128}",59,-0.7393732244431973,-0.6847369273523156,-0.47656380557557654,-0.4424424637071986,-0.4209255513509321,20.458151838431004,0.059607531250489475,0.13236826274193414
313.4180220127106,3.7519922733306883,-0.5714244520471032,128,1e-08,rbf,True,"{'kernel': 'rbf', 'gamma': 1e-08, 'probability': True, 'C': 128}",66,-0.7323614209745692,-0.682883191181203,-0.5135909341211056,-0.47465964348054374,-0.453550232584121,20.964697000455978,0.0451208468868421,0.11395823784562696
237.1449026584625,3.698840618133545,-0.6298478742174904,128,1e-09,rbf,True,"{'kernel': 'rbf', 'gamma': 1e-09, 'probability': True, 'C': 128}",81,-0.842712720590621,-0.6965426451777607,-0.5775396246130569,-0.4991466245518655,-0.5331961257667656,14.913093155072385,0.06891280550377632,0.1256457414016609
1459.9268459796906,4.216191577911377,-0.5418534266898403,256,auto,rbf,True,"{'kernel': 'rbf', 'gamma': 'auto', 'probability': True, 'C': 256}",40,-0.636804326200671,-0.6222415568209824,-0.506233708556834,-0.46486417516512585,-0.4790780332610852,120.38264056832863,0.08792116482944536,0.07296101268467967
1412.8713947296142,5.7839079856872555,-0.5361470916084221,256,0.1,rbf,True,"{'kernel': 'rbf', 'gamma': 0.1, 'probability': True, 'C': 256}",24,-0.5905844334684817,-0.5917945371629546,-0.5164128585879781,-0.4832119652451424,-0.49870567296315405,41.55719414590312,0.04029475206638248,0.046160345127223286
1318.3605245113372,3.43074426651001,-0.5522797193828264,256,0.01,rbf,True,"{'kernel': 'rbf', 'gamma': 0.01, 'probability': True, 'C': 256}",58,-0.6619615927840078,-0.6406952690780008,-0.5127002566281934,-0.4673275771810328,-0.47866153462871686,160.54057113153056,0.2274446306623487,0.08252630157422618
682.7829061031341,3.4611229419708254,-0.5372534226931167,256,0.001,rbf,True,"{'kernel': 'rbf', 'gamma': 0.001, 'probability': True, 'C': 256}",31,-0.7123944463834874,-0.684934214309773,-0.4741794297815882,-0.38816883930697677,-0.42650656419285804,70.54896912840202,0.25073451594979806,0.13487724960400463
335.7503807067871,3.594808292388916,-0.5260030909253942,256,0.0001,rbf,True,"{'kernel': 'rbf', 'gamma': 0.0001, 'probability': True, 'C': 256}",7,-0.6695583030937995,-0.6662877040816275,-0.46054809888848425,-0.4064980002423109,-0.42705480918865624,26.850131758260044,0.2517573623355829,0.11717315466528166
350.4783495426178,3.7566940784454346,-0.5262991370634417,256,1e-05,rbf,True,"{'kernel': 'rbf', 'gamma': 1e-05, 'probability': True, 'C': 256}",8,-0.6973652827421114,-0.6644624055096159,-0.46306170506964445,-0.3693700278100209,-0.4371545902084084,91.5775460600147,0.0907018658965125,0.13033115134658538
352.1258324146271,3.7380114555358888,-0.5336422951012365,256,1e-06,rbf,True,"{'kernel': 'rbf', 'gamma': 1e-06, 'probability': True, 'C': 256}",17,-0.7152930750274255,-0.6917073630475568,-0.4628017673404912,-0.3710716072745945,-0.42725093530122954,48.56743889535479,0.03004127434552203,0.14195382007494756
349.24137954711915,3.7102678775787354,-0.5393013664213807,256,1e-07,rbf,True,"{'kernel': 'rbf', 'gamma': 1e-07, 'probability': True, 'C': 256}",36,-0.7329580017241746,-0.6936150240883849,-0.4674599541321875,-0.38532619303997334,-0.4170551995207014,20.669923026325016,0.04793044798928256,0.1450083661451826
316.21305232048036,3.7320093154907226,-0.557803287932461,256,1e-08,rbf,True,"{'kernel': 'rbf', 'gamma': 1e-08, 'probability': True, 'C': 256}",61,-0.751710006886028,-0.6921037447264795,-0.492824563498003,-0.42087251271847587,-0.4314130328316701,21.234532331068174,0.06736292730257595,0.13754425907745563
263.9555814266205,3.6841558456420898,-0.590729294672779,256,1e-09,rbf,True,"{'kernel': 'rbf', 'gamma': 1e-09, 'probability': True, 'C': 256}",75,-0.8185510940390451,-0.6899494054541692,-0.5109972173974515,-0.4483851677403532,-0.4856548172841455,12.899236360077953,0.04999483890803687,0.14101233273087585
1200.3435019016265,3.9944345474243166,-0.5418536459298079,512,auto,rbf,True,"{'kernel': 'rbf', 'gamma': 'auto', 'probability': True, 'C': 512}",41,-0.6377225421130729,-0.6226104347354735,-0.5054608712359436,-0.4644171145807972,-0.4790114952500768,63.52279581814705,0.10340907143029276,0.07346332681896804
1152.741649055481,5.442777395248413,-0.5360022759909685,512,0.1,rbf,True,"{'kernel': 'rbf', 'gamma': 0.1, 'probability': True, 'C': 512}",22,-0.5907107227807411,-0.5913263054388653,-0.5160206031174633,-0.4830632947051996,-0.49886433386158757,8.785615366713104,0.06831172371548942,0.04611985596565802
1036.083275413513,3.1383311271667482,-0.5519841588116915,512,0.01,rbf,True,"{'kernel': 'rbf', 'gamma': 0.01, 'probability': True, 'C': 512}",57,-0.6614920975679228,-0.639494356246256,-0.5134982809247509,-0.46704849399538273,-0.47833528175348067,133.1777588578145,0.14097112024527936,0.08218504851827042
835.6495724201202,2.5530837059020994,-0.5451169369442546,512,0.001,rbf,True,"{'kernel': 'rbf', 'gamma': 0.001, 'probability': True, 'C': 512}",46,-0.7114795756084523,-0.6941032329791422,-0.4845484885537157,-0.40312670635790143,-0.432247252891355,59.965614223382346,0.191228578721401,0.13148971915704075
395.0321504116058,3.4071887016296385,-0.5210270692438793,512,0.0001,rbf,True,"{'kernel': 'rbf', 'gamma': 0.0001, 'probability': True, 'C': 512}",1,-0.661749425208042,-0.6657337857328183,-0.45856931153706215,-0.394514569760104,-0.4245010673707406,33.40546944625772,0.16648367992061508,0.11829559733859632
347.55855917930603,3.6585433006286623,-0.5228791968611,512,1e-05,rbf,True,"{'kernel': 'rbf', 'gamma': 1e-05, 'probability': True, 'C': 512}",4,-0.6893442975570945,-0.6593351179939013,-0.4631960861759823,-0.3684119603876397,-0.4340290449406093,101.60657073621512,0.12914361327911852,0.12779110439378694
346.11331739425657,3.647386884689331,-0.5312032346080945,512,1e-06,rbf,True,"{'kernel': 'rbf', 'gamma': 1e-06, 'probability': True, 'C': 512}",15,-0.717476139562333,-0.6907947209207285,-0.46268220146228656,-0.3573006498162692,-0.4276735269723601,50.077583980732,0.18663192515121385,0.14548480304601688
336.14796099662783,3.352325677871704,-0.5365455896751452,512,1e-07,rbf,True,"{'kernel': 'rbf', 'gamma': 1e-07, 'probability': True, 'C': 512}",29,-0.7362311456732406,-0.6992820229922333,-0.46344766786350083,-0.3633157571542974,-0.420356016637549,10.017475845580666,0.18531173242407747,0.15180079160940113
303.3443054676056,3.0476799488067625,-0.5474992686606671,512,1e-08,rbf,True,"{'kernel': 'rbf', 'gamma': 1e-08, 'probability': True, 'C': 512}",52,-0.754217039004542,-0.6882920061844716,-0.4821055005987523,-0.38686788810089573,-0.4259152138929055,9.0487080102115,0.0780391312624962,0.14657860919882978
258.5100866317749,3.046000671386719,-0.5668959019709939,512,1e-09,rbf,True,"{'kernel': 'rbf', 'gamma': 1e-09, 'probability': True, 'C': 512}",64,-0.7933883153495067,-0.6732635339088229,-0.4932843887499723,-0.41547869591808423,-0.45895643918311774,6.9362698130505915,0.31132261103223413,0.14326502153561876
